motif ic_mean ic_median lib lab_mean lab_median lab
RUNX_2 0.8738 0.4454 ENCODE 3 4 4
BHLHE40_1 1.0791 1.0974 ENCODE 3 2 3
FOXP1_1 1.5482 1.8989 ENCODE 1 1 1
CDX_1 0.6654 0.5954 ENCODE 4 4 4
FOXP3_1 1.0429 1.029 ENCODE 3 3 3
TAL1_4 1.4085 2 ENCODE 1 1 1
PTEN_1 1.0851 0.629 ENCODE 3 4 4
PBX_1 0.9585 0.7756 ENCODE 3 3 3
AIRE_1 0.5565 0.2809 ENCODE 4 4 4
AIRE_2 1.4213 1.4093 ENCODE 1 2 2
IKZF2_2 0.8267 0.3617 ENCODE 4 4 4
IKZF2_3 1.0089 1.0781 ENCODE 3 3 3
SRF_6 0.7947 0.6457 ENCODE 4 4 4
HES1_1 0.7964 0.5944 ENCODE 4 4 4
HMGA1_2 0.5219 0.4083 ENCODE 4 4 4
HNF1_4 0.5083 0.2887 ENCODE 4 4 4
FOXA_2 0.5676 0.3772 ENCODE 4 4 4
PDX1_2 0.7411 0.3271 ENCODE 4 4 4
SOX_1 1.2257 1.35 ENCODE 2 2 2
SOX17_1 1.7628 2 ENCODE 1 1 1
PBX1_3 0.6437 0.6875 ENCODE 4 4 4
TBX5_1 0.9896 0.9765 ENCODE 3 3 3
TBX5_2 1.0376 0.9944 ENCODE 3 3 3
LEF1_3 1.009 1.0676 ENCODE 3 3 3
HSF1_3 1.1035 0.9042 ENCODE 2 3 3
REST_3 1.3073 1.4083 ENCODE 2 2 2
TFE_1 1.3815 1.8889 ENCODE 1 1 1
HNF4A_4 0.8357 0.9601 ENCODE 4 3 4
HNF4A_5 1.0778 1.027 ENCODE 3 3 3
HNF4A_6 0.6821 0.6474 ENCODE 4 4 4
EBOX_1 0.9008 0.7383 ENCODE 3 3 3
YY1_5 0.7637 0.4116 ENCODE 4 4 4
HNF4_6 0.5768 0.4009 ENCODE 4 4 4
GLI_1 1.1665 1.1862 ENCODE 2 2 2
NKX2-5_3 1.3113 1.3805 ENCODE 2 2 2
TBX5_3 1.7402 2 ENCODE 1 1 1
TFAP2A_2 0.9007 0.723 ENCODE 3 3 3
TFAP2A_3 1.0943 1.017 ENCODE 2 3 3
GFI1B_1 1.2695 1.2689 ENCODE 2 2 2
PRDM1_1 1.3382 1.1224 ENCODE 1 2 2
GFI1_2 0.7129 0.2812 ENCODE 4 4 4
HF1H3B_1 1.6453 2 ENCODE 1 1 1
GZF1_1 1.7468 2 ENCODE 1 1 1
HIC1_1 0.5987 0.2504 ENCODE 4 4 4
HIC1_2 0.5865 0.2882 ENCODE 4 4 4
ZBTB16_1 0.7614 0.5818 ENCODE 4 4 4
ZNF628_1 1.534 1.4335 ENCODE 1 2 2
BRCA1_1 0.858 0.6405 ENCODE 3 4 4
ZBTB7A_1 0.9631 0.6778 ENCODE 3 4 4
OVOL2_1 1.1153 1.1887 ENCODE 2 2 2
ZNF350_1 1.3076 1.6627 ENCODE 2 1 2
HOXA7_1 1.7326 2 ENCODE 1 1 1
ZNF589_1 1.1255 1.0136 ENCODE 2 3 3
RBPJ_1 1.7042 2 ENCODE 1 1 1
RBPJ_2 1.193 1.465 ENCODE 2 2 2
CACD_2 1.3465 1.4026 ENCODE 1 2 2
CLOCK::ARNTL_1 1.6352 2 ENCODE 1 1 1
OTX_1 1.2383 1.2781 ENCODE 2 2 2
WT1_1 0.8787 0.7793 ENCODE 3 3 3
ZBTB33_1 1.3578 1.8001 ENCODE 1 1 1
ZNF219_1 1.3691 1.3024 ENCODE 1 2 2
NANOG_1 1.0915 0.9083 ENCODE 2 3 3
POU5F1_1 0.9406 0.9125 ENCODE 3 3 3
POU5F1_2 0.9684 0.8217 ENCODE 3 3 3
SOX10_1 1.1105 0.9591 ENCODE 2 3 3
NR5A1_2 1.1384 0.8641 ENCODE 2 3 3
FOXO3_2 1.0838 1.0984 ENCODE 3 2 3
RORA_3 1.2311 1.5862 ENCODE 2 1 2
NR5A2_1 0.9886 0.7069 ENCODE 3 3 3
MYC_2 1.4496 1.5985 ENCODE 1 1 1
DMRT1_1 1.2954 1.024 ENCODE 2 3 3
DMRT2_1 1.1962 1.1146 ENCODE 2 2 2
DMRT3_1 1.0723 0.9553 ENCODE 3 3 3
DMRTA1_1 0.9807 0.8174 ENCODE 3 3 3
DMRTA2_1 0.9234 0.8296 ENCODE 3 3 3
DMRTC2_1 0.8167 0.7021 ENCODE 4 3 4
RXRA_1 1.332 1.6951 ENCODE 1 1 1
RXRA_2 1.2994 1.6956 ENCODE 2 1 2
MYC_3 1.4506 1.6854 ENCODE 1 1 1
TFAP2A_4 0.868 0.401 ENCODE 3 4 4
ARNT_3 1.8319 2 ENCODE 1 1 1
AHR::ARNT_3 1.5887 1.7501 ENCODE 1 1 1
AR_6 0.7138 0.4887 ENCODE 4 4 4
T_2 1.6239 2 ENCODE 1 1 1
PAX5_3 0.6216 0.5613 ENCODE 4 4 4
NR2F1_1 1.1374 1.3006 ENCODE 2 2 2
DDIT3::CEBPA_2 0.971 0.9946 ENCODE 3 3 3
E2F1_20 1.7298 2 ENCODE 1 1 1
NFIL3_2 1.2853 1.5738 ENCODE 2 1 2
EN1_2 0.5837 0.429 ENCODE 4 4 4
ELK1_3 0.8812 0.8937 ENCODE 3 3 3
RUNX1_8 1.2792 1.4458 ENCODE 2 2 2
FOXF2_2 1.0588 0.8758 ENCODE 3 3 3
FOXD1_2 1.4908 1.5723 ENCODE 1 1 1
FOXC1_2 0.8135 0.1727 ENCODE 4 4 4
FOXL1_2 0.7586 0.3419 ENCODE 4 4 4
GATA2_2 1.1376 1.5492 ENCODE 2 1 2
GATA3_2 1.105 1.1514 ENCODE 2 2 2
GFI1_3 0.947 0.4569 ENCODE 3 4 4
FOXQ1_2 1.2791 1.35 ENCODE 2 2 2
FOXD3_2 1.0787 0.9575 ENCODE 3 3 3
FOXI1_2 1.0986 1.0098 ENCODE 2 3 3
HLF_2 0.9289 1.0409 ENCODE 3 3 3
HNF1A_1 1.1106 1.091 ENCODE 2 2 2
NHLH1_3 1.1776 1.2746 ENCODE 2 2 2
IRF1_3 1.334 1.5723 ENCODE 1 1 1
IRF2_2 1.1741 1.175 ENCODE 2 2 2
MEF2A_4 1.5709 1.5895 ENCODE 1 1 1
MYF_1 1.3262 1.0456 ENCODE 2 3 3
MZF1_3 1.4309 1.6223 ENCODE 1 1 1
MZF1_4 0.94 0.9026 ENCODE 3 3 3
MAX_2 1.2685 1.6772 ENCODE 2 1 2
MYC::MAX_5 1.2943 1.7238 ENCODE 2 1 2
NFYA_1 0.8078 0.4819 ENCODE 4 4 4
NFKB_5 1.3345 1.3835 ENCODE 1 2 2
NKX2-5_4 1.1814 1.0226 ENCODE 2 3 3
PPARG_3 1.0183 1.1111 ENCODE 3 2 3
PAX2_3 0.7757 0.7526 ENCODE 4 3 4
PAX4_5 0.3668 0.3562 ENCODE 4 4 4
PAX6_3 0.9856 0.977 ENCODE 3 3 3
PBX1_4 1.2201 1.3856 ENCODE 2 2 2
RORA_4 1.319 1.6828 ENCODE 2 1 2
RORA_5 1.2446 1.5263 ENCODE 2 1 2
RREB1_2 1.1139 1.1546 ENCODE 2 2 2
VDR_4 1.3634 1.531 ENCODE 1 1 1
PRRX2_2 1.8126 1.8761 ENCODE 1 1 1
ELK4_1 1.5692 2 ENCODE 1 1 1
SOX9_2 1.0088 1.0571 ENCODE 3 3 3
SOX17_2 1.1669 1.6549 ENCODE 2 1 2
SPIB_1 1.2943 1.7132 ENCODE 2 1 2
SRF_7 1.4971 1.6222 ENCODE 1 1 1
SRY_3 1.0214 0.8484 ENCODE 3 3 3
SOX5_2 1.5472 1.742 ENCODE 1 1 1
ZNF143_1 0.8771 0.6411 ENCODE 3 4 4
NFE2L1::MAFG_2 1.323 1.4366 ENCODE 2 2 2
TEAD1_2 1.3065 1.3875 ENCODE 2 2 2
TAL1_5 1.1725 1.0982 ENCODE 2 2 2
HAND1_2 1.0144 0.8664 ENCODE 3 3 3
USF1_1 1.6129 1.7892 ENCODE 1 1 1
YY1_6 1.3502 1.8386 ENCODE 1 1 1
ETS1_3 1.1796 1.4238 ENCODE 2 2 2
MYB_5 1.2354 1.4825 ENCODE 2 2 2
REL_2 1.0515 1.3598 ENCODE 3 2 3
ZEB1_5 1.3841 1.5888 ENCODE 1 1 1
NFKB1_2 1.4206 1.4967 ENCODE 1 2 2
TP53_4 1.312 1.2129 ENCODE 2 2 2
RELA_2 1.4757 1.5936 ENCODE 1 1 1
TBP_5 0.6724 0.2852 ENCODE 4 4 4
HLTF_1 0.7469 0.5954 ENCODE 4 4 4
SPZ1_2 1.0824 1.0817 ENCODE 3 3 3
NR3C1_6 0.8194 0.6484 ENCODE 4 4 4
HNF4A_7 0.7398 0.7587 ENCODE 4 3 4
RXRA_3 1.6399 2 ENCODE 1 1 1
ZNF423_2 1.195 1.0007 ENCODE 2 3 3
MAFB_1 0.8461 0.954 ENCODE 3 3 3
NR2E1::NFIC_1 1.4046 2 ENCODE 1 1 1
NKX3-2_1 0.9491 0.4531 ENCODE 3 4 4
NKX3-1_2 1.5896 1.7136 ENCODE 1 1 1
NOBOX_1 1.1967 1.2912 ENCODE 2 2 2
ZNF354C_1 1.493 1.8314 ENCODE 1 1 1
HINFP_1 1.3197 1.6223 ENCODE 2 1 2
PDX1_3 1.5066 1.8972 ENCODE 1 1 1
BRCA1_2 0.7515 0.6678 ENCODE 4 4 4
LHX3_2 1.258 1.1158 ENCODE 2 2 2
ELF5_1 0.9659 0.561 ENCODE 3 4 4
CTCF_1 0.9055 0.8077 ENCODE 3 3 3
GATA_3 0.6276 0.2438 ENCODE 4 4 4
ESRRB_1 1.0672 1.3687 ENCODE 3 2 3
POU5F1_3 0.9872 0.9005 ENCODE 3 3 3
SOX2_1 0.8634 0.732 ENCODE 3 3 3
STAT3_3 1.3601 1.4092 ENCODE 1 2 2
TFCP2L1_1 0.8322 0.5802 ENCODE 4 4 4
ZFX_1 0.934 0.5675 ENCODE 3 4 4
MYC_4 1.1157 1.2728 ENCODE 2 2 2
FOXA1_2 1.1393 1.3313 ENCODE 2 2 2
EWSR1::FLI1_1 1.8262 1.8639 ENCODE 1 1 1
GABPA_1 1.2123 1.347 ENCODE 2 2 2
GATA1_6 0.9889 1.0404 ENCODE 3 3 3
KLF4_1 1.2618 1.3364 ENCODE 2 2 2
REST_4 1.1016 1.1835 ENCODE 2 2 2
RUNX1_9 0.9456 0.7341 ENCODE 3 3 3
STAT1_4 0.8746 0.7958 ENCODE 3 3 3
MYCN_2 1.1104 1.2481 ENCODE 2 2 2
FOXA2_2 1.1056 1.154 ENCODE 2 2 2
ESR1_3 0.6782 0.5681 ENCODE 4 4 4
PPARG_4 0.7775 0.6656 ENCODE 4 4 4
NFE2L2_3 1.3085 1.2524 ENCODE 2 2 2
ARID3A_1 1.6494 2 ENCODE 1 1 1
NFATC2_1 1.4084 1.5318 ENCODE 1 1 1
HNF1B_1 1.4018 1.4967 ENCODE 1 2 2
EBF1_3 1.1564 1.2248 ENCODE 2 2 2
INSM1_1 1.2385 1.0965 ENCODE 2 2 2
FEV_1 1.5151 1.8044 ENCODE 1 1 1
FOXO3_3 1.4667 1.6088 ENCODE 1 1 1
HOXA5_2 1.0949 1.093 ENCODE 2 2 2
RXRA_4 0.9414 0.9111 ENCODE 3 3 3
NR4A2_1 1.2706 1.4396 ENCODE 2 2 2
NFIC_4 1.1638 1.297 ENCODE 2 2 2
EGR1_2 1.3141 1.2781 ENCODE 2 2 2
PLAG1_1 1.3823 1.3663 ENCODE 1 2 2
NR2E3_1 1.7183 2 ENCODE 1 1 1
SPI1_2 1.3772 1.3874 ENCODE 1 2 2
CREB1_10 1.2674 1.2353 ENCODE 2 2 2
AP1_1 1.3133 1.35 ENCODE 2 2 2
SP1_6 1.1129 1.0778 ENCODE 2 3 3
CEBPA_2 0.968 0.6645 ENCODE 3 4 4
ESR2_1 0.7565 0.865 ENCODE 4 3 4
HIF1A::ARNT_1 1.2175 1.4775 ENCODE 2 2 2
SOX10_2 1.3283 1.4254 ENCODE 1 2 2
POU2F1_11 0.5857 0.2473 ENCODE 4 4 4
EGR1_3 0.5869 0.2118 ENCODE 4 4 4
ARID3A_2 0.5337 0.5399 ENCODE 4 4 4
ARID5A_1 0.7407 0.3887 ENCODE 4 4 4
ASCL2_1 0.6663 0.2284 ENCODE 4 4 4
ATF1_4 0.8992 0.868 ENCODE 3 3 3
BBX_1 0.7065 0.8413 ENCODE 4 3 4
BCL6B_1 0.7367 0.7409 ENCODE 4 3 4
BHLHE40_2 0.6276 0.1513 ENCODE 4 4 4
E2F2_1 0.7621 0.4759 ENCODE 4 4 4
E2F3_1 0.8491 0.7418 ENCODE 3 3 3
EGR1_4 1.0035 1.0223 ENCODE 3 3 3
EHF_1 0.7512 0.6157 ENCODE 4 4 4
ELF3_1 0.7972 0.6055 ENCODE 4 4 4
EOMES_1 0.8025 0.7522 ENCODE 4 3 4
ESRRA_2 0.7736 0.3185 ENCODE 4 4 4
FOXA2_3 0.7927 0.4602 ENCODE 4 4 4
FOXJ1_2 0.6716 0.5597 ENCODE 4 4 4
FOXJ3_1 0.771 0.4575 ENCODE 4 4 4
FOXK1_1 0.8796 0.7823 ENCODE 3 3 3
FOXL1_3 0.9073 0.7386 ENCODE 3 3 3
GABPA_2 0.8354 0.9417 ENCODE 4 3 4
GATA3_3 0.6501 0.1721 ENCODE 4 4 4
GATA5_1 0.7561 0.3764 ENCODE 4 4 4
GATA6_2 0.6777 0.1903 ENCODE 4 4 4
GCM1_1 0.7642 0.5223 ENCODE 4 4 4
GLIS2_1 0.7618 0.59 ENCODE 4 4 4
ZSCAN4_1 0.8435 0.5501 ENCODE 4 4 4
GMEB1_1 0.4869 0.1345 ENCODE 4 4 4
HBP1_1 0.8221 0.8325 ENCODE 4 3 4
HIC1_3 0.8333 0.6511 ENCODE 4 4 4
HNF4A_8 0.7322 0.3609 ENCODE 4 4 4
HOXA3_2 0.8487 0.3053 ENCODE 3 4 4
ARHGEF12_1 0.844 0.695 ENCODE 3 4 4
IRF3_1 0.7173 0.7695 ENCODE 4 3 4
IRF4_1 0.862 0.6826 ENCODE 3 4 4
IRF5_1 0.9017 0.833 ENCODE 3 3 3
IRF6_1 0.721 0.3256 ENCODE 4 4 4
IRF9_2 0.9197 0.9765 ENCODE 3 3 3
JDP2_1 0.9293 1.0501 ENCODE 3 3 3
KLF7_1 0.84 0.6952 ENCODE 4 4 4
LEF1_4 0.8399 0.512 ENCODE 4 4 4
MAFB_2 0.8461 0.4457 ENCODE 3 4 4
MAFK_1 0.835 0.8323 ENCODE 4 3 4
MAX_3 0.7533 0.3862 ENCODE 4 4 4
MTF1_2 0.8857 0.7578 ENCODE 3 3 3
MYB_6 0.6761 0.2368 ENCODE 4 4 4
MYBL1_1 0.6985 0.1689 ENCODE 4 4 4
MYF6_1 0.6833 0.3887 ENCODE 4 4 4
NKX3-1_3 0.7636 0.2613 ENCODE 4 4 4
NR2F2_2 0.8096 0.6388 ENCODE 4 4 4
OSR1_1 0.8425 0.6215 ENCODE 4 4 4
OSR2_1 0.8711 0.6359 ENCODE 3 4 4
PLAGL1_1 0.7038 0.6882 ENCODE 4 4 4
RARA_1 0.8492 0.7282 ENCODE 3 3 3
RFX3_1 0.6685 0.135 ENCODE 4 4 4
RFX4_1 0.9816 1.1791 ENCODE 3 2 3
RFX7_1 0.8907 1.2755 ENCODE 3 2 3
RXRA_5 0.7089 0.1765 ENCODE 4 4 4
SPI1_3 0.7614 0.4422 ENCODE 4 4 4
SIX6_1 0.8129 0.2446 ENCODE 4 4 4
SMAD3_2 0.6417 0.1215 ENCODE 4 4 4
SOX11_1 0.7451 0.3124 ENCODE 4 4 4
SOX12_1 0.8035 0.4633 ENCODE 4 4 4
SOX13_1 0.7247 0.3692 ENCODE 4 4 4
SOX14_1 0.6789 0.7291 ENCODE 4 3 4
SOX15_1 0.6331 0.2482 ENCODE 4 4 4
SOX17_3 0.7156 0.6262 ENCODE 4 4 4
SOX18_1 0.6266 0.2683 ENCODE 4 4 4
SOX1_1 0.5631 0.3927 ENCODE 4 4 4
SOX21_1 0.6165 0.6208 ENCODE 4 4 4
SOX30_1 0.6597 0.1808 ENCODE 4 4 4
SOX4_1 0.7444 0.2465 ENCODE 4 4 4
SOX5_3 0.7489 0.3436 ENCODE 4 4 4
SOX7_1 0.5563 0.2098 ENCODE 4 4 4
SOX8_1 0.6053 0.2474 ENCODE 4 4 4
SP100_1 0.6771 0.5335 ENCODE 4 4 4
SP4_1 0.8267 0.5015 ENCODE 4 4 4
SPDEF_1 0.7502 0.5498 ENCODE 4 4 4
SRF_8 0.7944 0.9402 ENCODE 4 3 4
SRY_4 0.8241 0.811 ENCODE 4 3 4
TBP_6 0.6299 0.5432 ENCODE 4 4 4
HNF1A_2 0.6275 0.356 ENCODE 4 4 4
TCF7L1_1 0.7107 0.4716 ENCODE 4 4 4
TCF7_1 0.7013 0.4783 ENCODE 4 4 4
TCF7L2_2 0.7815 0.4808 ENCODE 4 4 4
TFAP2A_5 0.7098 0.4782 ENCODE 4 4 4
TFAP2B_1 0.8599 0.8739 ENCODE 3 3 3
TFAP2C_2 0.7449 0.5926 ENCODE 4 4 4
TFAP2E_1 0.7784 0.6318 ENCODE 4 4 4
TCF3_6 0.7015 0.221 ENCODE 4 4 4
ZBTB12_1 0.9336 0.6419 ENCODE 3 4 4
ZBTB3_1 0.7349 0.1715 ENCODE 4 4 4
ZBTB7B_1 0.7611 0.5115 ENCODE 4 4 4
ZNF35_1 0.6013 0.3823 ENCODE 4 4 4
ZNF8_1 0.7873 0.3569 ENCODE 4 4 4
ZBTB14_3 0.7365 0.5126 ENCODE 4 4 4
ZSCAN26_1 1.1847 1.5191 ENCODE 2 1 2
ZNF281_1 0.8913 0.5379 ENCODE 3 4 4
ZNF410_1 0.8672 0.772 ENCODE 3 3 3
ZNF691_1 0.8868 0.5813 ENCODE 3 4 4
ZNF740_1 0.6999 0.4218 ENCODE 4 4 4
ZIC1_2 0.748 0.9131 ENCODE 4 3 4
ZIC2_2 0.684 0.7432 ENCODE 4 3 4
ZIC3_2 0.6876 0.7708 ENCODE 4 3 4
ZSCAN4_2 0.8429 0.8627 ENCODE 4 3 4
ALX3_1 0.8383 0.6186 ENCODE 4 4 4
ALX4_2 0.7958 0.3809 ENCODE 4 4 4
ARX_1 0.8383 0.4588 ENCODE 4 4 4
NKX3-2_2 0.7708 0.3531 ENCODE 4 4 4
BARHL1_1 0.8493 0.6693 ENCODE 3 4 4
BARHL2_1 0.9584 0.8729 ENCODE 3 3 3
BARX1_1 0.7229 0.4788 ENCODE 4 4 4
BARX2_1 0.7473 0.442 ENCODE 4 4 4
BSX_1 0.6876 0.2945 ENCODE 4 4 4
ALX1_2 0.7919 0.589 ENCODE 4 4 4
ALX1_3 0.7966 0.2303 ENCODE 4 4 4
CDX1_1 0.7889 0.7751 ENCODE 4 3 4
CDX2_2 0.8243 0.7411 ENCODE 4 3 4
CPHX_1 1.0532 1.4895 ENCODE 3 2 3
CRX_2 0.8971 0.5629 ENCODE 3 4 4
CUX1_6 0.5881 0.2984 ENCODE 4 4 4
CUX1_7 0.6764 0.572 ENCODE 4 4 4
DBX1_1 0.405 0.3301 ENCODE 4 4 4
DBX2_1 0.6433 0.4955 ENCODE 4 4 4
DLX1_1 0.8679 0.3607 ENCODE 3 4 4
DLX2_1 0.7101 0.2687 ENCODE 4 4 4
DLX3_1 0.7426 0.388 ENCODE 4 4 4
DLX4_1 0.7279 0.3046 ENCODE 4 4 4
DLX5_1 0.681 0.3184 ENCODE 4 4 4
DMBX1_1 0.7563 0.3118 ENCODE 4 4 4
DOBOX4_1 0.8401 0.8358 ENCODE 4 3 4
DOBOX5_1 0.8614 0.6054 ENCODE 3 4 4
DUX4_1 0.8877 0.6899 ENCODE 3 4 4
EMX2_1 0.79 0.6425 ENCODE 4 4 4
EN1_3 0.8535 0.5583 ENCODE 3 4 4
EN2_1 0.7581 0.4584 ENCODE 4 4 4
ESX1_1 0.8094 0.5312 ENCODE 4 4 4
EVX1_1 0.7619 0.5828 ENCODE 4 4 4
EVX2_1 0.9147 0.9186 ENCODE 3 3 3
GBX1_1 0.7443 0.4302 ENCODE 4 4 4
GBX2_1 0.818 0.4204 ENCODE 4 4 4
GSC_1 0.8147 0.3806 ENCODE 4 4 4
GSX2_1 0.7581 0.3694 ENCODE 4 4 4
HDX_1 0.5671 0.199 ENCODE 4 4 4
HLX_1 0.6386 0.8136 ENCODE 4 3 4
MNX1_1 0.8148 0.4974 ENCODE 4 4 4
HMBOX1_1 0.7477 0.2581 ENCODE 4 4 4
HMX1_1 0.7901 0.6458 ENCODE 4 4 4
HMX2_1 0.8422 0.7687 ENCODE 4 3 4
HMX3_2 0.8128 0.4841 ENCODE 4 4 4
HOMEZ_1 0.7482 0.4096 ENCODE 4 4 4
HOXA10_1 0.7335 0.7156 ENCODE 4 3 4
HOXA11_1 0.9005 0.7977 ENCODE 3 3 3
HOXA13_1 0.9072 0.8795 ENCODE 3 3 3
HOXA1_1 0.8742 0.5063 ENCODE 3 4 4
HOXA2_1 0.8142 0.4842 ENCODE 4 4 4
HOXA3_3 0.8664 0.3863 ENCODE 3 4 4
HOXA4_2 0.8089 0.5588 ENCODE 4 4 4
HOXA5_3 0.7594 0.2965 ENCODE 4 4 4
HOXA6_1 0.83 0.4493 ENCODE 4 4 4
HOXA7_2 0.596 0.2504 ENCODE 4 4 4
HOXA7_3 0.7373 0.3809 ENCODE 4 4 4
HOXA9_1 0.7196 0.5525 ENCODE 4 4 4
HOXB13_1 0.7949 0.9014 ENCODE 4 3 4
HOXB3_1 0.6929 0.3717 ENCODE 4 4 4
HOXB4_1 0.7434 0.3938 ENCODE 4 4 4
HOXB5_1 0.7894 0.5311 ENCODE 4 4 4
HOXB6_1 0.6657 0.5275 ENCODE 4 4 4
HOXB7_1 0.7473 0.4779 ENCODE 4 4 4
HOXB8_1 0.7651 0.6931 ENCODE 4 4 4
HOXB9_1 0.8236 0.6755 ENCODE 4 4 4
HOXC10_1 0.8577 0.6585 ENCODE 3 4 4
HOXC11_1 0.901 0.7483 ENCODE 3 3 3
HOXC12_1 0.8653 0.4203 ENCODE 3 4 4
HOXC13_1 0.8663 0.7878 ENCODE 3 3 3
HOXC4_1 0.7877 0.6391 ENCODE 4 4 4
HOXC5_1 0.7497 0.395 ENCODE 4 4 4
HOXC6_1 0.6609 0.2337 ENCODE 4 4 4
HOXC8_1 0.7103 0.3212 ENCODE 4 4 4
HOXC9_1 0.748 0.696 ENCODE 4 4 4
HOXD10_1 0.6847 0.3375 ENCODE 4 4 4
HOXD11_1 0.8618 0.5742 ENCODE 3 4 4
HOXD12_1 0.8695 0.4911 ENCODE 3 4 4
HOXD13_1 0.7909 0.6298 ENCODE 4 4 4
HOXD1_1 0.7236 0.387 ENCODE 4 4 4
HOXD3_1 0.716 0.3292 ENCODE 4 4 4
HOXD8_1 0.7457 0.4365 ENCODE 4 4 4
PDX1_4 0.7578 0.375 ENCODE 4 4 4
IRX2_1 0.8022 0.3173 ENCODE 4 4 4
IRX3_1 0.7604 0.3678 ENCODE 4 4 4
IRX3_2 0.7819 0.2693 ENCODE 4 4 4
IRX4_1 0.702 0.3427 ENCODE 4 4 4
IRX5_1 0.7323 0.3714 ENCODE 4 4 4
IRX6_1 0.8168 0.768 ENCODE 4 3 4
ISL2_1 0.7099 0.5403 ENCODE 4 4 4
ISX_1 0.7959 0.59 ENCODE 4 4 4
LBX2_1 0.7163 0.6361 ENCODE 4 4 4
LHX1_1 0.8467 0.5496 ENCODE 3 4 4
LHX2_1 0.7357 0.5586 ENCODE 4 4 4
LHX3_3 0.9158 0.5346 ENCODE 3 4 4
LHX4_1 0.7592 0.6186 ENCODE 4 4 4
LHX5_1 0.865 0.4929 ENCODE 3 4 4
LHX6_1 0.7381 0.4109 ENCODE 4 4 4
LHX6_2 0.7394 0.592 ENCODE 4 4 4
LHX8_1 0.8057 0.8101 ENCODE 4 3 4
LHX9_1 0.7676 0.5348 ENCODE 4 4 4
LMX1A_1 0.8029 0.4161 ENCODE 4 4 4
LMX1B_1 0.8678 0.4272 ENCODE 3 4 4
MEIS1_2 0.9714 0.8082 ENCODE 3 3 3
MEOX1_1 0.7415 0.3208 ENCODE 4 4 4
MEIS1_3 0.9544 0.8236 ENCODE 3 3 3
MEIS3_1 0.8652 0.6548 ENCODE 3 4 4
MSX1_2 0.7374 0.318 ENCODE 4 4 4
MSX2_1 0.8195 0.4123 ENCODE 4 4 4
MSX2_2 0.8993 0.7799 ENCODE 3 3 3
NKX1-1_1 0.7255 0.5227 ENCODE 4 4 4
NKX1-2_1 0.6873 0.3528 ENCODE 4 4 4
NKX2-2_2 0.7911 0.5872 ENCODE 4 4 4
NKX2-3_1 0.8214 0.8785 ENCODE 4 3 4
NKX2-4_1 0.791 0.4992 ENCODE 4 4 4
NKX2-5_5 0.9081 0.5962 ENCODE 3 4 4
NKX2-6_1 0.9362 0.9829 ENCODE 3 3 3
NKX2-8_1 0.7692 0.9444 ENCODE 4 3 4
NKX3-1_4 0.7622 0.6613 ENCODE 4 4 4
NKX6-1_2 0.7997 0.3873 ENCODE 4 4 4
NKX6-1_3 0.8502 0.7693 ENCODE 3 3 3
NKX6-3_1 0.7344 0.3425 ENCODE 4 4 4
OBOX1_1 0.924 0.8187 ENCODE 3 3 3
OBOX2_1 0.8985 0.7642 ENCODE 3 3 3
OBOX3_1 0.8664 0.6248 ENCODE 3 4 4
OBOX5_1 0.8968 1.0297 ENCODE 3 3 3
OBOX5_2 0.8768 0.6296 ENCODE 3 4 4
OBOX6_1 0.9386 0.6731 ENCODE 3 4 4
NOBOX_2 0.6489 0.2826 ENCODE 4 4 4
OTP_1 0.9092 0.4489 ENCODE 3 4 4
OTX1_1 0.8044 0.5363 ENCODE 4 4 4
OTX2_1 0.791 0.4508 ENCODE 4 4 4
PAX4_6 0.7969 0.3953 ENCODE 4 4 4
PAX6_4 0.7502 0.5081 ENCODE 4 4 4
PAX7_1 0.5762 0.1812 ENCODE 4 4 4
PBX1_5 0.5984 0.3115 ENCODE 4 4 4
PHOX2A_1 0.8034 0.6056 ENCODE 4 4 4
PHOX2B_1 0.8394 0.4846 ENCODE 4 4 4
PITX1_1 0.829 0.3917 ENCODE 4 4 4
PITX2_2 0.7549 0.4531 ENCODE 4 4 4
PITX3_1 0.9418 0.7435 ENCODE 3 3 3
PKNOX1_1 0.97 0.6678 ENCODE 3 4 4
PKNOX2_1 0.9115 0.6115 ENCODE 3 4 4
POU1F1_3 0.7666 0.9869 ENCODE 4 3 4
POU2F1_12 0.7443 0.3514 ENCODE 4 4 4
POU2F2_1 0.896 0.9821 ENCODE 3 3 3
POU2F3_1 0.9249 0.9911 ENCODE 3 3 3
POU3F1_1 0.839 1.0707 ENCODE 4 3 4
POU3F2_4 0.7996 0.5663 ENCODE 4 4 4
POU3F3_1 0.8276 0.7986 ENCODE 4 3 4
POU3F4_1 0.8129 1.1051 ENCODE 4 2 4
POU4F3_1 0.9312 0.5725 ENCODE 3 4 4
POU6F1_2 0.8494 0.6024 ENCODE 3 4 4
POU6F1_3 0.9007 0.63 ENCODE 3 4 4
PROP1_1 0.8452 0.2865 ENCODE 3 4 4
PRRX1_1 0.8672 0.5995 ENCODE 3 4 4
PRRX2_3 0.8438 0.6821 ENCODE 4 4 4
RAX_1 0.796 0.5321 ENCODE 4 4 4
RHOXF1_1 0.7041 0.4027 ENCODE 4 4 4
RHOXF1_2 0.6978 0.3784 ENCODE 4 4 4
RHOXF2_1 0.6807 0.5017 ENCODE 4 4 4
SHOX2_1 0.7395 0.1356 ENCODE 4 4 4
